chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.44874445,0.06535117,0.047870062,0.0008858698,1211.4313268289068,56499.84613369235,1367.4757152666234,56077.18643390493,2237.3880691705335,309056.5071535483,0.06844094402552205,0.0003942288851744094,107.666015625,-278.80756,9722.196,160.00061,463.69586,-28.392517,433.08386,23.027172,140.63689,-2.7092493,195.01576,3.0009243,59.3116,-11.297819,87.9476,-0.51610184,52.64646,-11.366227,87.21991,3.1746962,45.803677,-5.0852723,96.37831,4.348031,71.870544,-4.0713315,64.22416,-0.15422314,72.38901,-1.6738685,63.81342,1.6379043,56.21973,1.0092884,39.31898,-0.76324505,39.49651,-3.8380253,61.19022,-3.5458808,117.02303,classical
0.43046865,0.07137114,0.017138014,4.5234556e-05,983.9717194937225,47108.23871082734,1404.4080407237955,24742.26978199653,1853.1294749673723,293067.5180999969,0.04421683161736272,0.00034593432885246213,117.45383522727273,-406.84668,3321.7456,163.08134,220.25706,-2.372812,413.62436,32.416626,85.67488,7.946261,95.87025,9.632712,59.94399,-5.45672,75.442406,9.490358,36.987156,-3.0608041,37.271214,10.187205,50.842567,-10.35241,92.62894,-5.4048333,86.401535,-8.054706,87.01809,-2.0800178,91.02441,0.38396123,65.48075,3.4084778,71.62763,3.5028331,96.67532,7.379329,88.294304,6.4318557,109.93339,0.18572578,113.28885,classical
0.41928884,0.06611192,0.06666443,0.0005585373,1253.0323992049648,57956.17606693437,1371.258169614429,46808.77754343438,2292.7698688551336,277263.89918386965,0.07162893343967518,0.0003184489565647931,151.99908088235293,-223.18733,1954.464,163.25397,322.3222,-34.412884,60.312943,24.186995,63.668118,-10.303667,84.4825,3.2221324,71.17653,-12.889323,57.904545,0.803704,74.7653,-14.28119,63.898968,1.6788578,85.1382,-10.140898,62.89766,0.23151682,80.16579,-4.558466,68.345474,0.10235369,64.749435,-2.8588448,55.518803,1.3568622,40.34546,-0.33345768,42.989044,-1.0612148,69.89874,-1.0977975,84.554054,-8.051072,101.93528,classical
0.49525225,0.058107253,0.064087525,0.0005195851,1184.2726167313842,54209.144810918864,1304.9373982761554,32330.6355598287,2139.4394735172564,202178.48035166448,0.0682921560808198,0.000384935461589065,129.19921875,-221.30133,880.93945,173.31781,383.96786,-37.445778,81.17165,24.355968,36.60861,-8.682666,46.556755,3.3846245,51.52223,-12.844792,38.367706,1.0788687,44.19461,-15.323445,56.03236,0.4238258,66.519356,-9.6230135,66.43557,2.288309,77.62198,-4.490512,63.808834,0.3583048,52.14499,-1.4770246,41.411232,1.8143004,41.891174,0.2278374,35.445633,-0.96970654,48.13892,-0.48994067,49.642963,-6.2580786,69.58315,classical
0.3956291,0.06951737,0.038886134,0.0012447659,1278.5184062359633,67214.14751383338,1311.7939716144735,53462.28277117499,2233.232976997535,334586.3667505484,0.08173216357308585,0.0004311977714378822,151.99908088235293,-319.2353,9464.289,143.68849,680.4599,-31.174322,496.76865,10.929482,375.162,-5.5593963,151.42264,-4.257987,125.609665,-8.956228,56.133526,-5.5805836,118.01852,-8.02272,89.20993,2.3428674,99.65842,-4.480285,125.03396,-0.3207868,87.42196,0.96291196,79.07955,1.1450095,84.16239,-0.48385778,80.885475,-1.2987701,81.740204,0.13611397,115.365105,1.4835697,137.8971,3.703356,142.0683,3.0668254,158.0168,classical
0.39288765,0.06974456,0.028405773,0.000207415,901.7378802312896,27398.60073827457,1171.8336152642564,26254.158830701108,1456.4555652733468,128584.09280150285,0.053432620963843776,0.0002786471350840096,129.19921875,-366.2604,4060.8843,181.60039,146.32721,-5.51421,323.00748,26.999447,88.94866,-4.8282466,120.98059,4.6016793,91.96386,-10.550474,50.6713,0.15556984,48.02346,-11.136406,94.59772,3.576607,50.42526,-10.338357,63.250603,-1.0807841,88.806435,-4.597426,95.8159,-0.47883832,76.15261,0.8365724,71.16438,0.24858972,49.95032,2.1245909,75.98769,0.69812447,53.574978,1.0243444,62.070343,-3.0660908,98.928085,classical
0.4280969,0.06503659,0.06257815,0.00065387954,1314.399292126819,142753.30697514428,1371.4197451106804,91964.88935995461,2398.803824227813,581807.7909780361,0.08109509437838361,0.0006952577373725722,151.99908088235293,-228.95596,3135.946,153.91904,903.2891,-30.704666,304.75504,20.802929,130.81123,-6.0996633,148.30759,1.1756067,78.12496,-10.78928,109.20077,-3.8661342,102.8422,-11.594046,62.072723,0.86720824,79.76038,-8.299901,98.35201,-0.7155663,63.406914,-3.0778165,105.38439,-3.406927,91.60875,-2.615481,56.058887,0.73381037,65.0709,-1.9477578,58.896297,-2.5170276,61.414852,1.5672723,76.387146,-1.4766954,83.7844,classical
0.4132813,0.067885,0.041609988,0.0012197486,1559.3040287467168,183748.10830871144,1579.0709121044893,69320.1597658302,2923.1947755039155,662487.0736382537,0.09219376873066512,0.0011408048194012006,135.99917763157896,-297.12802,12944.245,130.24132,1557.859,-30.590057,331.32275,27.473572,83.63437,-7.0638957,185.40894,1.9754045,127.637146,-11.136683,107.99127,4.744581,70.35265,-8.7696905,146.23347,5.404951,107.06268,-5.3879395,242.40158,4.456288,161.9369,1.7435379,184.35971,1.8900003,160.40187,-1.3096609,145.37677,1.0844121,102.545296,-0.9990344,112.61985,-1.4764678,65.54651,0.62399,88.522575,1.1473345,183.20497,classical
0.49744985,0.059754997,0.029710459,0.0002744434,1243.6691621009502,129004.22601310942,1359.0781704941119,57899.91781985255,2352.889639374275,488101.0107391915,0.06370465366395979,0.000858560211983913,117.45383522727273,-315.7878,3950.1794,149.6681,506.44693,-30.549932,429.1903,23.213524,56.497944,-8.68629,230.97993,-10.101967,54.311882,-15.724107,87.009026,-4.040028,72.7652,-7.6393766,97.14549,0.046328187,73.25138,-11.144776,53.333347,-7.673778,71.839874,-5.8676133,63.316864,-4.8578367,58.96469,-5.145053,54.951397,-5.417841,64.94156,-3.1697006,60.100662,1.4593675,55.53837,0.14227706,64.05373,-4.165547,73.14541,classical
0.50953466,0.060978785,0.026786793,0.00034208276,822.6139611536199,68125.09250970004,1136.385886870506,66971.34242305593,1434.531000761311,387282.5625912428,0.03944315545243619,0.0002805628302616343,112.34714673913044,-374.00146,5774.392,172.43169,538.85114,6.4013906,647.08344,20.147358,145.44724,5.863239,270.64743,1.5984083,96.30511,-6.7120857,74.21297,-1.1907266,76.17355,-0.28920582,90.538414,0.33138114,78.51409,-6.5567055,70.49026,-7.3027678,61.341347,-7.334053,72.85259,-10.216207,69.84206,-6.1444564,48.53308,-2.4325743,37.656082,-2.6761692,41.227898,-2.2844436,45.27704,-1.1595987,69.75304,-3.8186045,88.63863,classical
0.4705585,0.06282529,0.008042203,2.0927215e-05,792.9088884169765,14985.353999056884,1205.3041487217174,23992.240033237293,1207.4498010622099,102248.24680126074,0.036572756549690645,6.25994123776315e-05,123.046875,-498.6033,1806.7871,177.51414,139.12033,11.2123165,100.817635,27.632612,48.494762,-2.8363297,66.6789,5.0898414,40.344425,-6.60016,65.73504,-1.0522397,37.372463,-4.139637,53.534355,-3.0476696,38.945576,-9.911628,43.222206,-8.576438,32.088413,-9.19357,32.180233,-11.933369,33.393326,-9.193134,29.616928,-10.895906,32.593487,-8.85239,40.26916,-3.9247425,44.243347,-2.387222,41.646378,-2.3032591,47.977863,classical
0.5060488,0.06862456,0.012353785,0.00018653016,1128.3811387274063,124822.18021251472,1375.967708309089,82384.98312723919,2165.7939158570184,634988.4882965632,0.054395966260634185,0.0006788322873628468,123.046875,-429.07135,7318.7295,120.768425,1453.6382,-1.7005676,691.3136,17.942797,72.502174,7.7381415,161.30917,-2.0542629,68.77418,-3.9395752,115.85346,-2.5293143,82.529305,-0.5850701,58.36611,-0.80839604,56.117832,-9.05951,82.238976,-3.6882565,106.99818,-0.9795186,182.64195,-5.0015235,258.19135,-3.803356,165.43687,-2.4000816,90.28818,-1.8954186,89.16184,-0.31558427,63.509354,3.4095922,70.438286,3.1324277,84.8081,classical
0.45198098,0.07250395,0.03889977,0.0006728123,1369.5923998136116,173812.4744377303,1465.8273109928452,50147.315403725916,2655.1038985462587,545879.8819692722,0.07354051865815932,0.0014768818274917277,123.046875,-309.26334,4598.782,138.65692,975.7326,-29.71562,308.73486,33.617283,90.4868,-0.36965987,153.7749,5.2283416,66.20596,-6.3285327,76.64847,3.2850165,81.59005,-6.703107,174.02774,-0.68848854,114.32814,-13.246872,91.38103,-8.538453,140.5281,-9.6672,122.56405,-4.2925224,205.93044,0.2574492,247.43538,1.0208856,140.37788,1.9134184,146.30655,3.7180452,133.75607,2.556779,164.56741,-4.936528,252.692,classical
0.5112297,0.06009045,0.040636025,0.00064503506,1016.2036312413069,264408.98488640407,1151.987370851228,105916.24965661089,1823.9772150522042,937182.5129431118,0.06112352269431554,0.002033074263901677,151.99908088235293,-319.72226,5656.2837,166.00253,997.68,-11.9387,1117.5824,27.27777,176.7795,7.8312716,215.87642,1.7412491,76.74954,-7.853774,105.56608,-2.4011254,59.213543,-2.9048698,84.28385,-2.5207543,69.14756,-11.3745775,53.195934,-4.6163793,107.206,-4.492808,81.44073,-7.44132,58.495552,-5.581123,62.94137,-1.8771385,54.633938,-1.2917659,67.019165,-1.4350584,50.458527,-0.50447327,69.00795,-4.0975103,64.329865,classical
0.4040091,0.073819615,0.015997374,0.00018967479,1282.3275301478,302309.4930528709,1503.4940090040182,133852.22492437932,2441.9035378299013,1544673.4362499667,0.059409440255220415,0.001157177877044786,123.046875,-419.33255,3962.3118,127.41256,1453.988,-3.7806556,309.82053,23.201252,160.35527,-4.313285,250.67654,4.0386424,123.096504,-8.204688,161.63055,-7.614801,45.476032,-7.0662546,70.191765,-2.9135451,42.674854,-7.399464,59.1435,-5.427491,49.041508,-9.09169,51.439205,-10.606094,64.67061,-5.734531,68.55388,-0.39572197,89.49531,7.0178704,136.57579,5.588461,143.65182,-3.4727767,169.87508,-5.1811924,85.02166,classical
0.48220178,0.068346895,0.041480094,0.00091490283,1533.6492784629645,187593.15130232275,1464.3999469546397,55293.20850162435,2837.7197832076567,550305.6860094524,0.09391540385730858,0.001738169100845183,151.99908088235293,-275.4436,5744.1763,125.335144,1018.5147,-41.033215,509.6337,24.59948,123.665794,-4.7629037,239.6808,-4.2574043,93.03036,-15.00206,159.09576,-5.0420785,82.66643,-4.9981613,110.370094,2.4723501,100.4386,-10.893561,52.986816,-8.016089,77.4514,-5.168352,109.67979,-4.6150575,71.38949,0.7093247,103.24706,6.512027,135.45459,5.9037533,102.95634,2.6906645,85.666245,-2.044421,65.89471,-8.06236,106.122086,classical
0.5105531,0.063855655,0.04432254,0.0010924462,1279.4808753417974,92321.0312725746,1339.1274687059474,49447.203665716144,2378.020036524797,355874.2398678977,0.07583880147911833,0.0007509861371003806,112.34714673913044,-275.9678,6583.6626,146.32536,487.64313,-36.601395,376.77365,24.209837,257.866,-2.5517092,165.2274,-2.155176,89.06064,-13.30885,94.71155,-6.500922,79.42693,-9.406593,72.23535,-3.1215196,60.509468,-11.546325,66.87829,-4.1899295,62.880775,-1.6999393,108.371254,-1.5386689,69.97478,-3.2080784,72.26941,-1.7669358,50.95178,-2.253068,59.056984,-3.546489,51.423615,-2.9921756,89.271675,-3.2846997,97.682816,classical
0.4419966,0.07828278,0.012809237,0.00021915788,1633.582298996637,176046.29677030252,1734.778669852656,80834.88730297858,3161.83362637761,879683.1737808973,0.10895658110982212,0.0023687939689126408,129.19921875,-409.5085,7017.7207,116.79858,643.13794,-16.184534,357.62433,11.701641,126.42696,0.68973315,271.0154,6.0123076,114.21682,-4.265308,176.08452,0.49973604,89.98551,0.4310805,159.11507,12.586633,174.58322,-1.1213994,100.98568,-1.1413047,140.10965,4.948069,158.80742,1.7665062,138.86334,-3.9037137,53.636086,3.4967074,55.666557,2.797977,50.43163,3.1038718,104.994415,0.6612282,244.0896,-0.24800944,172.72566,classical
0.43630087,0.07525672,0.019727545,0.00016785991,1396.7128037657276,87107.47472836959,1525.5363770465235,67330.01038425682,2652.764057062065,483826.7313257623,0.07262022368039443,0.0006095330623364314,112.34714673913044,-358.75812,5662.5996,129.07834,710.442,-30.378685,646.9088,19.878695,121.0603,-10.365977,206.92389,-0.649601,99.02012,-10.599927,126.8409,1.5427626,66.30539,-3.966615,123.90467,1.871792,73.32018,-8.833108,75.74171,-7.169191,60.896667,-8.212051,66.19132,-5.944643,75.09647,-0.11743277,82.302795,4.2815914,92.19474,8.969349,118.30182,12.804059,177.28697,14.700518,231.25314,11.517032,254.65,classical
0.47308335,0.0622369,0.021284299,0.00058911304,1329.4563630678226,109846.15768496052,1415.5981775548419,40844.76058657532,2462.2959641458815,366605.06907717325,0.07881720381380511,0.0011474694338970074,123.046875,-368.52054,5205.8022,124.2544,467.59106,-31.57465,426.27493,17.583704,179.11382,2.324991,173.05907,-5.945176,84.42579,-11.797773,221.97447,-5.5220284,125.55693,-5.3968725,141.80815,-1.3089094,38.43108,-8.424349,59.395657,-3.6169055,131.2219,2.2096312,207.55902,-0.05546014,110.52978,0.22812836,72.66389,2.5134015,62.59396,3.0935707,97.32544,4.839996,79.0335,6.2342963,73.3335,8.736714,100.13627,classical
0.42456543,0.067638405,0.13413325,0.0027077359,1326.2905913173308,35788.667858878296,1326.6915009806619,34014.58076440559,2171.396349985665,169395.13165763047,0.09386497754204894,0.0002794859011979125,99.38401442307692,-160.66153,2433.519,164.26509,482.13043,-48.74267,184.73077,1.6567887,111.64225,-7.6118665,99.494125,-2.6635227,33.303448,-11.042241,32.232727,-7.000248,36.88445,-8.0976515,39.802746,1.2511177,43.83451,-5.369692,52.321198,-4.1393905,46.621998,-5.4268584,59.89447,-1.6659503,78.34651,-3.0891135,85.83381,-1.2498348,50.18811,-6.086917,53.0307,-1.0295802,72.09027,-4.119247,52.509712,-1.5024843,103.917625,classical
0.3336717,0.07535112,0.11531047,0.0029204742,1063.396723083687,119808.12096453014,1552.7595174328826,164235.4670719716,1610.985025286398,1105890.5277060976,0.05100896352958237,0.00022683209748628123,123.046875,-249.65216,3649.8887,161.55922,574.3136,10.15452,712.9063,-3.057678,165.67546,-0.57357925,78.32815,-2.0703812,52.60418,-12.1973715,60.893204,-8.612417,58.257687,-14.639438,46.560898,-12.04864,53.683743,-12.293453,45.498924,-7.161874,59.165615,-7.8807273,43.56288,-2.0839584,54.5211,-2.911288,70.167305,-0.86836725,98.19289,-3.9744017,112.027214,-0.8909686,119.45826,-3.9901185,95.94312,-3.897413,77.6078,classical
0.40670365,0.073869176,0.017921153,4.4761175e-05,1181.884073002171,114935.11461015395,1412.491700634388,97035.79317339038,2033.66365012326,570186.3934835031,0.0717101248308198,0.0005432708441789496,129.19921875,-402.20825,2900.0007,153.97675,1290.6167,-15.228629,321.37134,15.294281,200.41339,-3.0716236,139.32402,-3.1837263,136.51025,-9.759971,168.06392,-17.305773,147.78238,-12.30501,135.79895,-7.9180746,173.5932,-7.099395,126.12958,-0.29572105,133.3392,1.5226654,122.39265,-1.4603269,105.58041,-1.7256626,134.3296,1.8572627,61.887657,5.023853,110.854095,-0.75402707,108.32483,-0.13914415,137.76387,-2.8488662,226.46866,classical
0.4176606,0.06972084,0.13830632,0.0017512287,1176.9449938974453,25237.376525243315,1504.862179602883,31456.495460810987,1903.8084622896636,101098.15832420602,0.06226149338942308,0.00025357041485916227,184.5703125,-171.08478,1641.1954,156.89876,252.36038,-21.83331,159.827,5.3263197,188.17166,-4.0699153,110.75892,-3.731567,78.428185,-8.900291,87.725334,-4.9369226,87.20759,-7.900487,103.58817,-5.393339,95.21205,-9.340079,121.17883,-6.6050344,87.517136,-7.7875705,90.59706,-1.3528188,81.87084,-3.5429347,76.83068,-2.8616688,46.012585,-3.8928695,51.056023,0.2837176,93.04096,-3.4214509,123.237656,-0.9098751,102.526794,classical
0.5594209,0.04663665,0.11506871,0.00036020525,1878.4940039517187,85804.13313510078,1964.8146727469318,53278.706525032314,3633.3658098897913,469422.26722209767,0.11157585315158546,0.0006029248477689964,129.19921875,-85.30834,554.0475,118.44306,374.28247,-31.477152,72.866806,20.282328,38.49851,-4.4176335,51.464176,6.9121923,42.774345,-10.952412,30.935595,-1.6223388,26.392168,-7.3614726,27.229113,-3.0186846,46.31819,-4.444011,28.166536,-1.4172889,44.28992,-4.253397,36.169506,-4.166459,24.956135,-3.973204,28.606632,0.2807656,29.94794,-3.393208,35.632294,1.6940117,24.477379,-3.680135,66.98301,-3.4354215,59.942818,classical
0.43122151,0.06355095,0.009491226,2.7759454e-05,1174.3248424595008,23945.105232271962,1518.1262097791348,15787.137472841712,2083.7912150159514,156793.1020241183,0.06634016398395205,0.00042047251953821423,123.046875,-436.85822,3777.1265,154.08043,166.42111,-19.861961,175.3522,20.18266,148.87537,3.1738946,97.11503,0.45094585,71.10463,-6.5277185,45.306553,-4.608916,35.75931,-10.058647,58.63147,-6.156632,66.20298,-4.53336,67.60658,-2.7670465,57.5312,-5.211671,59.2549,-7.372306,62.673233,-6.9970784,55.27313,-3.2076483,55.162663,-0.36467132,61.80798,2.231454,55.2931,2.5831914,113.23492,4.47872,162.22464,classical
0.5019708,0.057470642,0.1608002,0.0031708814,1514.0972710756876,549218.9048486962,1640.5787077164587,267234.44492406194,2767.1079847547744,2500720.762268922,0.08720002350983797,0.0018326751415110583,143.5546875,-124.04526,8777.987,148.59566,2509.0916,-21.581469,420.23386,17.421335,222.32156,-1.415515,116.09126,4.123948,113.083046,-7.0207763,44.2591,-5.1447287,61.645027,-5.8456483,76.696434,5.02451,56.026657,-6.226354,39.241066,-1.9116533,52.097446,-0.90014344,55.188175,-2.4146566,59.243008,-4.3259144,51.247997,-0.87254655,57.917107,-4.684666,45.749187,-2.250636,53.574814,-5.178997,55.573162,-3.2176046,84.24824,classical
0.5347673,0.05477426,0.12373418,0.004035569,2224.8938399288413,338093.40011982876,2274.325029414401,102199.24825350198,4467.456319236165,1624585.3673719068,0.10944642813951239,0.001174314721849899,143.5546875,-98.35358,3453.0635,98.35551,562.1023,-20.49053,123.73489,18.820034,123.80051,-2.095781,49.27047,2.665037,30.373888,-7.3115172,37.89696,-3.5901136,28.50035,-7.989525,34.015564,-1.9183744,44.89024,-4.731997,60.436325,0.62377596,36.61433,-2.5930848,39.630558,-1.4701574,57.456173,-3.169344,38.731396,0.6580324,34.419056,-4.818465,39.281937,-2.221544,32.48533,-3.8104959,44.22966,0.2340915,52.59711,classical
0.45779905,0.06245998,0.00796935,1.6649577e-05,1170.256219376788,48632.91427136962,1595.7242596609303,52723.9277903229,2360.475388812355,237709.6531296693,0.04948709698859242,0.00021770621715474258,123.046875,-449.5513,4610.8945,151.49677,454.74866,-12.753422,132.90608,44.259808,45.607082,6.2501945,38.305,4.0544987,20.805113,-1.476217,30.65865,-1.6236228,37.524086,-2.4865205,29.227106,-4.2856755,19.257015,-9.663299,21.979765,-1.3531812,25.443596,0.13567704,48.00318,3.7148328,107.213806,5.2865734,99.47513,1.2183982,38.958275,-2.2903373,47.490303,-4.1148243,43.31369,-1.8152444,30.791824,1.2281773,42.06261,classical
0.6058955,0.060216997,0.08052824,0.003169796,1527.645526264714,232397.09741962963,2079.667989385167,196188.42011244586,3220.8305240784634,1525371.2022445009,0.06010507872968266,0.0016020911563379623,135.99917763157896,-230.27237,28254.176,119.15338,1155.0316,-1.0512211,1083.2749,28.384491,95.97859,10.00878,138.4082,16.125824,74.14688,4.793946,66.36472,6.192379,36.059372,0.95159554,34.03402,5.915187,40.89762,-1.1755239,55.36878,3.5739167,40.10729,-2.0996544,39.327335,-0.90729177,34.103886,-1.8530504,29.00945,-0.0061340802,39.248405,-2.7977014,35.695335,2.3327787,41.128937,-1.4417099,66.38082,2.738794,60.883205,classical
0.59103787,0.055950955,0.055439595,0.0012866801,2411.5244663469507,421208.0872472466,2435.8949417202534,199702.21007663745,4993.363283515806,2203080.335313308,0.12693159984048724,0.002332659071437532,161.4990234375,-186.65797,9601.952,86.64906,929.2559,-15.726744,592.8476,14.733744,110.5333,-2.2077508,98.74741,6.2551727,102.5328,-0.89246273,39.595165,0.65540314,50.275707,-6.0940466,120.02808,-5.222849,182.83908,-7.8795443,155.78146,-1.725549,86.45019,-4.7003126,102.195885,-2.0474253,98.28147,1.4354784,56.989143,2.785728,64.7292,3.313651,60.984604,3.1133313,133.2848,-4.41042,78.112175,-5.0338645,64.1153,classical
0.5078499,0.053207323,0.13828577,0.00313471,1462.3835644748758,115918.3806808428,1556.0280335329028,94208.4913898722,2740.2111359458554,583674.3424046066,0.08767017105137509,0.0005364494836622036,107.666015625,-121.83352,5210.8613,149.66736,910.7214,-42.832016,252.48276,24.485321,125.96925,-5.4060426,116.32859,10.664613,63.994102,-2.818438,69.006645,0.7835228,40.821568,-6.3980646,47.335903,4.474059,35.310314,-1.2259257,39.164345,1.2524997,43.360382,-1.1988703,31.153845,-2.4087775,36.790363,-1.7273984,42.78101,1.4172893,37.817955,-1.3712163,35.897,0.94541323,35.85967,-5.567953,35.83526,-1.9344245,26.466473,classical
0.5006452,0.07172725,0.17407946,0.0022719372,1702.24789858299,118941.11188785244,1602.739219435898,56700.65192146309,2820.988903306935,420435.2080917343,0.11507495897545662,0.001497649881276577,129.19921875,-108.06734,4240.022,127.27673,782.3608,-44.952744,276.9053,31.253359,159.27397,4.3463645,429.4048,-4.9418173,115.43492,-15.889656,251.42216,14.6361885,297.66098,-7.799102,135.32,-1.2097644,276.19205,2.820962,320.90955,17.278034,295.17905,-4.0977507,259.062,1.670985,123.81854,0.6631558,196.04701,4.6126633,122.27386,-9.879342,80.503784,-3.2347627,66.8901,-3.1057498,63.548706,1.8729876,65.65338,classical
0.32095215,0.07523095,0.013054552,0.00011274885,1079.7888693521588,146026.96546380725,1388.950832902849,180392.49956191107,1764.6318404691126,703482.5334468938,0.05933844499226605,0.0005204484769015218,123.046875,-483.96786,4513.457,144.165,1623.1444,1.3792461,479.06375,8.070789,133.9449,4.9335585,115.63355,-2.316337,56.28576,-2.740416,47.10652,-6.8436475,43.050198,-10.15446,58.572685,-8.070668,74.00521,-7.157022,60.006775,-10.55595,66.30981,-7.773563,115.50411,-2.9480882,123.19296,-0.2637406,73.48555,4.2994866,151.87637,5.307132,201.35638,0.19258197,169.23137,-4.547086,170.50911,-1.8961633,278.28537,classical
0.5068623,0.055408694,0.1897104,0.0036425944,1681.2723869009876,94248.03761483436,1708.7129581679008,53912.781827183404,3078.3259073893228,369406.1935255822,0.09672226140528549,0.0006888062032977268,112.34714673913044,-81.11545,2708.4958,129.04564,374.20074,-42.44421,140.74455,33.13707,116.5428,5.685447,101.18475,-6.503762,100.56392,-2.2667923,94.5959,7.401879,87.39086,-18.70608,64.538475,2.4765916,44.686356,3.7434185,73.847015,1.8843732,48.375397,-10.075478,58.821625,0.9861845,37.446613,-3.5743082,37.989,-6.170132,39.018387,-8.027794,35.73737,3.7797046,39.043907,-5.0546412,35.08046,-0.8755277,47.452553,classical
0.4098264,0.07595547,0.016776716,9.150188e-05,1751.5809593775805,388145.4958517772,1930.4849664370809,181887.03657879916,3236.583651301479,2035838.472051109,0.09522957149071926,0.0016647520721126308,107.666015625,-367.0708,8877.5205,112.81916,1438.4436,-18.745602,390.41504,10.175582,229.25894,-1.6043581,98.84456,3.799532,69.60745,0.9256813,71.06812,5.0639057,82.36688,-5.3709044,172.31207,-9.514625,164.97243,-8.494093,89.52007,-1.7862535,101.98804,1.2870399,178.56433,-3.8769355,118.02256,-2.6494825,136.84892,-1.0689511,101.92755,-1.2830024,56.051147,-2.5024002,97.12217,-2.5671668,208.80376,-4.0735526,151.98637,classical
0.3930609,0.07730903,0.029991465,0.00012357159,1137.8827996451196,33647.78592704612,1480.5104233029067,63419.70017542889,1821.3126268851508,220230.64385500137,0.08184394334880124,0.0006910638544427194,129.19921875,-349.94827,1757.3241,161.8574,335.8134,-3.3694623,269.2917,14.163237,75.83499,5.731614,56.298935,3.507077,57.20888,2.9739194,56.819622,-7.0916595,72.857864,-7.915771,95.69977,-0.36118275,164.51344,2.8649027,103.0066,-2.4754703,97.250015,-6.782114,142.67017,-8.829841,83.34357,-6.667609,93.219604,-4.9043784,84.21563,0.10854468,94.011154,4.257424,142.64084,5.08105,80.80079,2.6007571,137.2319,classical
0.46589231,0.06156778,0.06912917,0.0012852057,1551.3608602773115,123162.84947785673,1651.3849045281731,69175.33564177995,2841.008884226363,438130.05619998305,0.093266250362529,0.0009096002336501873,117.45383522727273,-197.22751,5628.503,137.38995,607.1538,-34.15922,417.34436,25.363323,86.029495,-5.264414,46.010635,-2.7768812,43.07015,-9.50855,36.250435,-7.613304,39.48296,-7.647624,48.509354,-5.6677322,42.214527,-4.3843036,52.321213,-5.4243526,50.679226,-3.5282192,48.07135,-5.6571836,34.70614,-1.8996494,37.29439,-2.8816411,34.083534,-3.4791715,34.86775,-4.0269103,48.379543,-7.304032,57.24816,-4.191021,108.35004,classical
0.509006,0.059236996,0.06871983,0.00072706206,1803.800200335076,175068.9501847754,1898.2240636826543,125389.69147240369,3366.6405343677493,864424.5771655821,0.1040197668938515,0.0010057245469389934,123.046875,-166.42174,3269.7502,122.12508,694.7863,-32.114124,223.45683,16.680294,59.474503,-5.4001336,43.0959,-2.4928677,43.642944,-9.827045,30.337074,-4.898499,31.180185,-6.967043,38.9705,-4.571454,44.067955,-6.6540885,54.9791,-5.4923553,36.60231,-5.371946,41.92194,-4.9604197,41.575768,-2.7898908,53.531734,-3.1823907,36.93864,-4.077293,38.072903,-3.5514786,54.157543,-4.6443353,50.427147,-1.1656524,62.23604,classical
0.43812403,0.0631928,0.04818047,0.0009109821,1322.7344268727697,210484.67779057924,1591.4631454881153,209286.6694019688,2474.902796911253,1305791.47371484,0.0761046560808198,0.000773441209915956,151.99908088235293,-274.3259,7365.532,148.35321,689.24384,-20.328932,619.55286,21.799068,93.7133,7.928089,189.92017,3.7767048,102.151405,-2.2288494,52.413635,-6.0878696,69.99771,-5.623011,49.217438,-6.6903186,54.356064,-5.9035316,74.23576,-4.592248,87.861595,-1.5412745,84.48986,-3.0245388,112.11504,-4.6955943,125.827774,-7.719143,84.9243,-7.2160583,103.159225,-5.4066076,82.420784,-5.2490506,92.26478,-5.269738,87.48267,classical
0.50509423,0.065421015,0.038906395,0.0013083983,1474.7414794976396,445967.50677909754,1813.3070119082047,264983.0863504171,2809.8082221577724,2676267.2980892765,0.07402917754253674,0.0012348277388693602,92.28515625,-305.44928,19519.203,135.9327,1054.6274,-11.758563,460.72333,18.213852,108.20604,10.375582,148.30164,3.0047128,61.626545,-5.5933824,87.09172,0.14134428,43.633484,-1.354128,53.406128,-1.8684577,33.558144,-3.2081378,49.98298,-6.7502136,45.260017,-2.6937733,59.948,-5.5951653,29.580248,-4.5273905,30.97144,-4.786104,37.048187,-5.3624263,56.038513,-2.6244025,43.41482,-5.832233,43.1681,-6.9237723,47.662987,classical
